season,min_played,goals,assists,penalty_made,penalty_attempted,shots,shots_on_target,yellow_cards,red_cards,touches,tackles,interceptions,blocks,shot_creating_actions,goal_creating_actions,passes_completed,passes_attempted,pass_completion_percent,progressive_passes,carries,progressive_carries,take_ons_attempted,take_ons_successful
2021,90,0,0,0,0,2,0,0,0,65,3,0,1,1,0,44,56,78.6,7,43,4,0,0
2021,90,0,0,0,0,0,0,0,0,65,1,0,1,1,0,48,57,84.2,1,29,0,0,0
2021,90,0,0,0,0,0,0,0,0,46,0,0,0,0,0,23,42,54.8,0,31,0,0,0
2021,90,0,0,0,0,0,0,0,0,41,0,0,0,0,0,22,36,61.1,0,16,0,0,0
2021,90,0,1,0,0,2,0,0,0,32,1,0,1,5,1,15,19,78.9,3,15,0,2,1
2021,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.0,0,1,1,1,1
2021,90,0,0,0,0,0,0,0,0,87,1,0,1,0,0,66,80,82.5,3,32,0,0,0
2021,90,0,0,0,0,0,0,0,0,88,1,0,2,0,0,71,81,87.7,2,59,0,0,0
2021,90,0,0,0,0,0,0,0,0,68,1,0,2,1,0,45,54,83.3,2,40,0,0,0
2021,90,0,0,0,0,0,0,0,0,78,4,0,2,0,0,59,66,89.4,2,45,3,3,3
2021,78,0,0,0,0,0,0,0,0,43,3,1,0,5,1,26,31,83.9,6,23,2,2,2
2021,90,0,0,0,0,1,0,0,0,79,2,1,3,2,0,52,68,76.5,2,36,1,0,0
2021,90,0,0,0,0,0,0,0,0,60,5,1,0,0,0,38,51,74.5,4,25,0,0,0
2021,12,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,2,0.0,0,1,0,1,0
2021,89,0,0,0,0,1,0,0,0,49,1,0,1,1,0,32,38,84.2,2,22,2,4,1
2021,90,1,0,0,0,3,2,0,0,30,1,0,0,0,0,16,22,72.7,2,16,2,1,0
2021,90,0,0,0,0,1,1,1,0,34,1,0,1,10,0,13,20,65.0,3,27,6,11,8
2021,84,0,0,0,0,4,2,0,0,40,0,0,1,3,0,21,27,77.8,4,23,2,2,0
2021,90,0,0,0,0,1,0,0,0,70,3,2,2,7,0,50,64,78.1,4,37,2,2,2
2021,90,0,0,0,0,1,1,0,0,42,0,1,1,1,0,27,35,77.1,4,22,0,1,0
2021,90,0,0,0,0,3,1,0,0,51,2,2,0,1,0,36,40,90.0,2,32,0,0,0
2021,90,0,0,0,0,1,1,0,0,81,2,1,0,3,0,48,63,76.2,5,36,2,5,3
2021,21,1,0,0,0,3,2,0,0,16,0,0,0,1,0,8,12,66.7,1,14,3,1,0
2021,90,0,0,0,0,1,0,0,0,67,1,0,1,4,0,45,56,80.4,6,41,4,3,2
2021,90,0,0,0,0,4,1,0,0,37,0,1,0,3,1,20,25,80.0,5,23,5,2,0
2021,90,0,0,0,0,0,0,0,0,22,0,0,0,0,0,13,22,59.1,0,12,0,0,0
2021,69,0,0,0,0,0,0,1,0,56,2,0,1,2,0,33,42,78.6,3,25,0,0,0
2021,6,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,5,100.0,0,2,0,0,0
2021,90,0,0,0,0,1,0,0,0,55,0,1,1,1,0,39,48,81.3,2,24,0,0,0
2021,66,0,0,0,0,0,0,0,0,36,0,0,0,2,0,24,32,75.0,2,19,2,1,1
2021,90,0,0,0,0,3,0,0,0,63,2,0,1,2,0,46,52,88.5,3,37,0,0,0
2021,25,0,0,0,0,3,1,0,0,15,0,0,1,0,0,8,9,88.9,3,12,1,1,1
2021,90,0,0,0,0,2,1,0,0,62,1,1,0,2,0,39,46,84.8,5,45,5,5,3
2021,90,0,0,0,0,0,0,0,0,70,0,0,0,1,0,50,61,82.0,4,37,0,0,0
2021,81,0,0,0,0,0,0,0,0,90,5,3,3,1,0,67,75,89.3,9,54,2,1,1
2021,24,0,0,0,0,0,0,0,0,14,2,0,0,0,0,11,12,91.7,2,9,0,0,0
2021,90,0,0,0,0,2,1,1,0,36,0,0,2,3,0,16,21,76.2,1,28,4,4,1
2021,65,0,0,0,0,1,0,0,0,22,0,0,1,2,0,13,16,81.3,2,16,2,2,2
2021,9,0,0,0,0,0,0,0,0,3,0,0,0,1,0,3,3,100.0,1,2,0,0,0
2021,90,0,0,0,0,0,0,0,0,53,1,2,1,0,0,34,47,72.3,2,32,0,0,0
2021,90,0,0,0,0,1,0,0,0,101,3,1,0,6,0,73,94,77.7,9,65,4,1,0
2021,90,0,0,0,0,0,0,1,0,71,1,2,0,1,0,50,67,74.6,1,44,1,1,1
2021,90,0,0,0,0,0,0,0,0,21,0,0,0,0,0,11,20,55.0,0,16,0,0,0
2021,90,1,1,0,0,2,1,0,0,32,0,0,0,5,2,15,22,68.2,1,18,1,1,1
2021,90,0,0,0,0,0,0,0,0,60,1,3,0,0,0,38,50,76.0,1,26,1,0,0
2021,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0
2021,90,0,0,0,0,0,0,1,0,57,0,1,2,1,0,35,45,77.8,3,19,0,0,0
2021,90,0,0,0,0,1,1,0,0,44,3,2,0,2,0,30,37,81.1,1,19,0,0,0
2021,90,0,0,0,0,0,0,0,0,61,6,1,0,1,0,33,48,68.8,0,22,0,2,0
2021,90,0,0,0,0,0,0,0,0,28,1,0,1,1,0,18,25,72.0,4,10,0,0,0
2021,89,1,1,0,0,7,3,0,0,53,4,2,0,4,2,22,35,62.9,2,29,1,4,2
2021,90,0,0,0,0,2,1,0,0,58,4,0,0,6,0,35,50,70.0,2,29,1,1,1
2021,90,0,0,0,0,0,0,0,0,37,0,0,0,0,0,20,34,58.8,0,16,0,0,0
2021,23,0,0,0,0,1,1,0,0,13,0,0,0,3,0,7,10,70.0,1,6,2,0,0
2021,67,0,0,0,0,0,0,0,0,31,2,0,1,1,0,17,25,68.0,3,18,1,0,0
2021,90,0,0,0,0,1,0,1,0,50,3,3,0,2,0,36,39,92.3,10,16,1,0,0
2021,62,0,0,0,0,2,0,0,0,18,0,0,0,3,0,10,10,100.0,1,14,2,2,1
2021,8,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0.0,0,1,0,0,0
2021,90,0,0,0,0,1,0,0,0,45,2,2,0,0,0,32,39,82.1,2,30,0,0,0
2021,20,0,0,0,0,1,0,0,0,12,1,1,0,2,0,5,9,55.6,1,9,2,1,1
2021,90,0,0,0,0,0,0,1,0,52,2,4,1,1,0,33,43,76.7,3,30,1,0,0
2021,90,0,0,0,0,2,1,0,0,27,2,2,1,5,1,10,11,90.9,2,19,2,7,3
2021,90,0,0,0,0,0,0,1,0,68,1,0,3,2,0,43,57,75.4,7,36,1,1,1
2021,65,0,0,0,0,1,0,0,0,28,0,0,2,0,0,13,19,68.4,2,19,2,2,0
2021,90,0,0,0,0,0,0,0,0,58,2,1,0,0,0,41,50,82.0,1,30,0,0,0
2021,90,0,0,0,0,0,0,0,0,36,0,0,0,0,0,22,35,62.9,0,23,0,0,0
2021,25,0,0,0,1,0,0,0,0,7,0,0,1,2,0,4,4,100.0,1,4,1,1,1
2021,90,1,0,1,1,0,0,0,0,53,0,2,1,4,1,37,45,82.2,8,26,1,1,1
2021,90,0,0,0,0,2,1,0,0,57,4,2,1,1,0,24,43,55.8,8,24,3,2,2
2021,90,0,0,0,0,0,0,0,0,39,8,0,2,1,0,22,25,88.0,0,16,0,3,3
2021,90,0,0,0,0,0,0,1,0,41,0,0,0,0,0,27,36,75.0,0,18,0,1,1
2021,90,0,0,0,0,0,0,0,0,115,1,2,1,1,0,83,106,78.3,8,72,2,3,1
2021,17,0,0,0,0,0,0,0,0,7,2,0,0,0,0,4,5,80.0,0,2,0,0,0
2021,90,1,0,0,0,2,1,0,0,46,0,0,0,1,1,27,34,79.4,0,37,3,4,1
2021,90,0,0,0,0,0,0,0,0,66,2,0,0,1,0,54,61,88.5,1,46,0,0,0
2021,90,0,0,0,0,0,0,0,0,40,0,1,1,0,0,29,35,82.9,1,23,1,1,0
2021,73,0,0,0,0,0,0,0,0,82,1,0,1,0,0,59,70,84.3,7,50,2,3,2
2021,45,0,0,0,0,0,0,0,0,38,1,0,0,0,0,26,35,74.3,2,32,1,0,0
2021,63,0,1,0,0,1,0,0,0,25,0,0,0,2,1,17,21,81.0,0,20,1,1,0
2021,90,0,0,0,0,0,0,0,0,67,4,2,1,0,0,44,55,80.0,6,39,0,0,0
2021,45,0,0,0,0,0,0,0,0,32,0,1,0,0,0,25,30,83.3,0,25,1,1,1
2021,90,0,0,0,0,2,0,0,0,43,2,2,0,1,0,25,31,80.6,3,26,0,1,0
2021,27,0,0,0,0,0,0,0,0,8,0,0,0,0,0,2,6,33.3,0,4,1,1,0
2021,90,0,0,0,0,1,1,0,0,53,0,0,0,2,0,41,51,80.4,1,42,0,1,1
2021,90,0,0,0,0,1,1,0,0,54,3,0,0,1,0,37,43,86.0,1,29,1,1,0
2021,66,0,0,0,0,0,0,0,0,37,1,2,3,3,0,21,29,72.4,1,20,3,0,0
2021,90,0,0,0,0,2,0,1,0,42,1,0,0,6,0,31,36,86.1,5,24,4,5,5
2021,24,0,0,0,0,0,0,0,0,26,1,1,0,0,0,17,20,85.0,1,21,0,4,2
2021,90,0,0,0,0,0,0,0,0,49,3,1,2,0,0,25,31,80.6,1,19,2,0,0
2021,9,0,0,0,0,0,0,0,0,7,0,0,0,0,0,6,6,100.0,2,6,1,1,0
2021,90,0,0,0,0,3,1,0,0,48,2,0,0,5,0,27,35,77.1,5,29,3,2,1
2021,30,0,0,0,0,0,0,0,0,19,1,1,1,0,0,9,11,81.8,0,12,0,1,1
2021,90,0,0,0,0,3,2,0,0,64,1,1,2,6,0,40,56,71.4,3,42,2,2,2
2021,90,0,0,0,0,0,0,0,0,48,0,0,0,0,0,31,43,72.1,0,21,0,0,0
2021,81,0,0,0,0,1,1,0,0,46,0,2,4,0,0,31,33,93.9,2,27,2,0,0
2021,90,0,0,0,0,1,0,0,0,47,0,2,2,0,0,24,35,68.6,2,19,1,0,0
2021,90,0,0,0,0,4,3,0,0,39,4,1,1,2,0,13,24,54.2,1,30,6,2,1
2021,60,0,0,0,0,0,0,0,0,29,2,4,0,2,0,15,22,68.2,0,13,0,2,1
2021,90,0,0,0,0,0,0,0,0,69,4,0,1,3,0,46,58,79.3,4,44,2,1,0
2021,2,0,0,0,0,1,1,0,0,6,1,0,0,0,0,2,2,100.0,1,2,0,0,0
2021,6,0,0,0,0,0,0,0,0,4,0,0,0,1,0,2,3,66.7,0,3,1,2,1
2021,90,0,0,0,0,0,0,0,0,40,0,0,0,0,0,33,37,89.2,0,23,0,0,0
2021,88,0,1,0,0,4,1,0,0,59,0,1,0,6,1,31,48,64.6,7,34,0,1,1
2021,90,0,0,0,0,2,1,0,0,93,2,2,1,3,0,78,84,92.9,15,54,0,2,1
2021,90,0,0,0,0,0,0,1,0,57,2,0,0,0,0,44,49,89.8,3,39,0,0,0
2021,90,0,0,0,0,1,0,1,0,97,1,0,0,4,0,67,85,78.8,11,53,5,2,1
2021,90,0,0,0,0,4,0,0,0,89,3,0,1,10,1,55,73,75.3,9,42,4,2,1
2021,89,0,0,0,0,6,1,0,0,19,0,0,0,3,0,9,11,81.8,0,4,0,0,0
2021,84,1,0,0,0,4,2,0,0,52,3,0,1,3,0,24,35,68.6,4,30,4,2,0
2021,90,0,0,0,0,0,0,0,0,53,2,1,0,0,0,41,47,87.2,0,40,0,2,1
2021,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,,0,1,0,0,0
2021,90,0,0,0,0,0,0,0,0,81,1,0,0,3,0,64,71,90.1,7,45,8,1,0
2021,80,0,0,0,0,3,0,0,0,23,1,0,1,0,0,6,10,60.0,1,10,1,0,0
2021,90,0,0,0,0,0,0,0,0,72,0,0,0,7,0,48,67,71.6,6,39,1,1,0
2021,90,0,0,0,0,0,0,0,0,34,0,0,0,1,0,13,33,39.4,0,12,0,0,0
2021,90,0,0,0,0,0,0,0,0,39,1,2,1,0,0,22,31,71.0,0,28,0,0,0
2021,90,0,0,0,0,0,0,0,0,51,2,3,1,1,0,27,40,67.5,2,29,1,2,1
2021,66,0,0,0,0,0,0,0,0,15,0,0,0,0,0,7,13,53.8,0,4,0,0,0
2021,90,0,0,0,0,2,0,0,0,50,2,0,0,1,0,29,39,74.4,0,31,2,5,4
2021,24,0,0,0,0,0,0,0,0,14,2,0,2,2,0,10,10,100.0,0,7,0,0,0
2021,90,0,0,0,0,1,0,0,0,37,2,3,2,0,0,17,25,68.0,3,18,0,0,0
2021,90,0,0,0,0,1,1,0,0,22,1,0,1,2,0,12,14,85.7,1,9,1,2,0
2021,90,0,0,0,0,2,0,0,0,40,2,3,0,1,0,28,31,90.3,1,20,0,2,2
2021,90,0,0,0,0,0,0,0,0,47,1,1,3,0,0,27,39,69.2,0,20,4,0,0
2021,10,0,0,0,0,0,0,0,0,5,0,0,0,0,0,2,2,100.0,0,2,0,0,0
2021,90,1,0,0,0,1,1,0,0,91,0,0,2,0,0,64,81,79.0,3,52,0,3,2
2021,90,0,0,0,0,0,0,0,0,34,0,0,0,0,0,29,33,87.9,0,18,0,0,0
2021,21,0,0,0,0,0,0,0,0,26,0,0,1,0,0,20,22,90.9,0,17,0,0,0
2021,45,0,0,0,0,1,0,0,0,44,1,0,0,2,0,36,41,87.8,4,23,2,0,0
2021,66,1,0,0,0,2,1,0,0,23,0,0,1,3,1,15,16,93.8,4,14,2,1,0
2021,90,0,1,0,0,2,0,0,0,28,0,0,2,5,2,15,18,83.3,1,17,3,4,2
2021,90,0,0,0,0,1,0,0,0,110,0,2,1,1,0,94,97,96.9,8,76,0,0,0
2021,90,0,2,0,0,3,1,0,0,75,2,0,0,9,4,49,63,77.8,12,40,6,3,2
2021,90,0,1,0,0,1,0,0,0,109,0,1,0,1,0,87,101,86.1,4,66,2,1,0
2021,24,0,1,0,0,1,0,0,0,9,0,0,0,1,1,5,6,83.3,0,6,2,1,0
2021,90,3,0,0,0,5,3,0,0,68,1,1,1,8,2,44,52,84.6,3,38,3,3,1
2021,45,0,0,0,0,0,0,0,0,64,0,0,0,1,0,57,60,95.0,6,38,1,1,1
2021,69,0,0,0,0,1,0,0,0,78,1,0,1,1,0,61,69,88.4,6,46,0,0,0
2021,90,0,0,0,0,1,0,0,0,99,2,0,1,5,0,84,91,92.3,11,51,1,0,0
2021,90,0,0,0,0,0,0,0,0,40,0,0,0,1,0,21,35,60.0,0,15,0,0,0
2021,90,0,0,0,0,2,0,0,0,58,1,2,1,1,0,42,49,85.7,4,28,0,2,2
2021,90,0,0,0,0,2,0,0,0,57,1,1,0,4,0,36,45,80.0,0,35,4,3,2
2021,90,0,0,0,0,0,0,1,0,45,1,2,2,0,0,28,35,80.0,3,23,1,0,0
2021,90,0,0,0,0,2,0,0,0,51,1,0,0,7,0,33,44,75.0,9,30,1,0,0
2021,28,0,0,0,0,1,0,0,0,34,0,0,0,2,0,25,31,80.6,3,21,1,0,0
2021,62,0,0,0,0,0,0,0,0,38,0,0,1,1,0,23,34,67.6,1,21,2,0,0
2021,17,0,0,0,0,1,0,0,0,10,0,0,0,3,0,5,7,71.4,1,4,1,3,2
2021,90,0,0,0,0,1,0,0,0,55,2,1,0,2,0,31,46,67.4,2,28,1,1,1
2021,73,0,0,0,0,2,1,0,0,27,0,0,2,2,0,12,15,80.0,2,18,2,3,2
2021,90,0,0,0,0,6,3,0,0,46,4,0,1,6,0,21,27,77.8,7,21,0,2,1
2021,53,0,0,0,0,0,0,1,0,32,1,1,0,1,0,25,30,83.3,1,13,0,0,0
2021,37,0,0,0,0,3,1,0,0,16,1,0,0,3,0,7,10,70.0,1,10,1,0,0
2021,90,0,0,0,0,1,0,1,0,57,2,0,0,5,0,40,41,97.6,4,43,5,4,3
2021,90,0,0,0,0,0,0,1,0,20,0,0,0,0,0,13,16,81.3,0,10,0,0,0
2021,64,0,0,0,0,1,0,0,0,24,0,0,0,1,0,11,18,61.1,1,19,5,0,0
2021,90,1,0,0,0,5,2,0,0,48,2,0,2,3,0,35,38,92.1,2,26,0,2,1
2021,74,0,0,0,0,0,0,0,0,44,2,1,1,1,0,30,40,75.0,3,13,0,0,0
2021,90,0,0,0,0,2,0,0,0,62,1,2,2,2,0,28,50,56.0,3,27,2,0,0
2021,16,0,0,0,0,0,0,0,0,13,0,0,0,2,0,10,11,90.9,2,6,1,0,0
2021,26,0,0,0,0,1,1,0,0,9,1,0,0,0,0,4,4,100.0,0,4,1,0,0
2021,74,0,0,0,0,2,1,0,0,26,1,1,1,4,1,12,18,66.7,2,9,1,0,0
2021,90,0,0,0,0,3,2,0,0,49,1,0,0,2,0,33,39,84.6,0,16,0,0,0
2021,90,0,0,0,0,3,0,1,0,67,1,1,0,14,0,42,56,75.0,8,34,7,2,2
2021,16,0,0,0,0,0,0,0,0,13,0,1,0,0,0,6,12,50.0,1,6,0,0,0
2021,90,0,0,0,0,0,0,0,0,66,2,2,1,1,0,51,58,87.9,9,35,3,2,1
2021,90,0,0,0,0,0,0,0,0,41,0,0,0,0,0,22,37,59.5,0,15,0,0,0
2021,90,0,0,0,0,0,0,0,0,40,1,0,1,0,0,27,34,79.4,5,13,1,1,1
2021,10,0,0,0,0,0,0,0,0,4,0,0,1,0,0,1,2,50.0,0,3,0,0,0
2021,90,0,0,0,0,0,0,0,0,21,0,0,0,0,0,20,20,100.0,1,14,0,0,0
2021,90,0,0,0,0,1,0,0,0,56,0,1,1,3,0,29,45,64.4,6,33,3,3,2
2021,90,0,0,0,0,0,0,0,0,67,2,0,1,4,0,54,64,84.4,10,50,4,1,0
2021,45,0,0,0,0,1,0,0,0,35,0,0,1,1,0,23,31,74.2,1,23,1,0,0
2021,90,1,0,0,0,1,1,0,0,83,0,1,2,1,0,66,74,89.2,8,53,2,0,0
2021,80,0,0,0,0,0,0,0,0,69,2,4,1,2,0,54,60,90.0,10,44,0,0,0
2021,90,0,0,0,0,0,0,1,0,61,0,1,4,4,1,44,50,88.0,9,33,0,1,0
2021,90,0,0,0,0,1,0,0,0,59,3,0,1,3,0,33,43,76.7,6,31,3,0,0
2021,90,0,0,0,0,1,0,1,0,73,2,1,1,0,0,48,65,73.8,1,40,2,0,0
2021,90,0,0,0,0,5,1,0,0,22,0,0,0,0,0,8,13,61.5,2,10,0,0,0
2021,26,0,0,0,0,1,0,0,0,23,1,1,0,1,0,11,19,57.9,4,13,3,1,0
2021,45,0,0,0,0,1,0,1,0,43,0,0,0,1,0,35,41,85.4,2,29,1,0,0
2021,64,0,1,0,0,1,0,0,0,35,3,0,0,3,1,21,30,70.0,3,16,1,0,0
2021,90,0,0,0,0,1,0,1,0,35,0,1,1,4,0,13,24,54.2,3,20,7,3,2
2021,90,0,0,0,0,0,0,1,0,60,0,1,3,0,0,41,46,89.1,0,30,0,0,0
2021,69,1,0,0,0,2,1,0,0,38,0,0,0,5,1,28,34,82.4,5,26,2,5,4
2021,90,0,0,0,0,0,0,0,0,73,3,1,0,0,0,52,58,89.7,2,29,1,0,0
2021,63,0,0,0,0,3,1,1,0,27,1,0,0,2,0,12,17,70.6,2,13,2,1,1
2021,90,0,0,0,0,1,0,0,0,72,6,2,2,1,0,45,55,81.8,5,35,1,0,0
2021,90,0,0,0,0,2,1,0,0,40,0,0,0,1,1,21,27,77.8,0,14,0,1,1
2021,13,0,0,0,0,0,0,0,0,7,0,0,1,0,0,3,5,60.0,0,2,0,0,0
2021,90,0,0,0,0,0,0,0,0,60,1,1,3,1,0,36,47,76.6,2,23,1,1,1
2021,90,1,0,0,0,2,2,0,0,53,0,2,0,5,1,32,39,82.1,1,34,6,2,1
2021,14,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,2,100.0,0,1,0,0,0
2021,90,0,0,0,0,0,0,0,0,30,0,0,0,0,0,20,29,69.0,0,14,0,0,0
2021,21,0,0,0,0,0,0,0,0,14,0,0,1,0,0,5,8,62.5,1,4,0,0,0
2021,90,0,0,0,0,0,0,1,0,57,1,4,0,1,0,36,46,78.3,1,33,0,0,0
2021,90,0,0,0,0,2,0,0,0,99,2,0,0,2,0,74,90,82.2,6,58,3,0,0
2021,17,0,0,0,0,0,0,0,0,10,0,0,0,1,0,4,8,50.0,0,6,1,0,0
2021,90,0,0,0,0,0,0,0,0,25,0,0,0,0,0,22,22,100.0,0,15,0,0,0
2021,82,0,0,0,0,2,1,1,0,62,0,0,0,6,0,40,52,76.9,5,37,2,2,0
2021,8,0,0,0,0,0,0,0,0,5,0,0,1,0,0,4,4,100.0,0,4,0,0,0
2021,90,0,0,0,0,0,0,1,0,99,1,2,0,1,0,84,94,89.4,11,67,0,0,0
2021,90,0,0,0,0,2,1,1,0,76,1,0,0,3,0,61,71,85.9,10,51,4,3,3
2021,90,0,0,0,0,1,0,0,0,78,4,4,1,0,0,59,64,92.2,5,50,4,1,1
2021,90,0,0,0,0,0,0,0,0,83,3,1,2,4,0,67,74,90.5,7,53,1,1,1
2021,12,0,0,0,0,1,1,0,0,2,0,0,0,0,0,1,1,100.0,0,1,0,0,0
2021,90,0,0,0,0,0,0,1,0,88,1,1,1,3,0,72,82,87.8,3,55,3,0,0
2021,78,0,0,0,0,4,0,0,0,24,0,0,1,0,0,8,14,57.1,2,9,1,1,1
2021,90,0,0,0,0,0,0,0,0,103,1,0,0,0,0,95,100,95.0,3,76,1,0,0
2021,73,0,0,0,0,1,0,0,0,34,0,1,2,3,0,17,25,68.0,0,21,0,0,0
2021,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0
2021,90,0,0,0,0,0,0,0,0,67,0,0,2,1,0,49,61,80.3,1,43,1,0,0
2021,26,0,0,0,0,0,0,0,0,22,0,0,0,0,0,10,18,55.6,2,9,0,1,0
2021,90,0,0,0,0,1,0,0,0,38,0,0,0,2,0,23,29,79.3,7,20,1,0,0
2021,90,0,0,0,0,0,0,0,0,39,0,0,0,0,0,32,38,84.2,0,15,0,0,0
2021,90,0,0,0,0,0,0,0,0,56,0,3,1,0,0,41,48,85.4,2,32,0,0,0
2021,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,2,50.0,0,1,0,0,0
2021,90,0,0,0,0,0,0,0,0,35,0,0,1,0,0,20,29,69.0,1,17,1,0,0
2021,90,0,0,0,0,0,0,0,0,61,2,1,0,0,0,53,57,93.0,0,28,0,0,0
2021,90,0,0,0,0,2,1,0,0,60,2,2,1,1,0,39,49,79.6,5,19,1,2,1
2021,90,0,0,0,0,0,0,1,0,59,0,0,1,2,0,37,55,67.3,1,36,2,0,0
2021,89,0,0,0,0,0,0,0,0,40,0,0,1,1,0,33,37,89.2,1,25,0,2,2
2021,88,0,0,0,0,2,0,1,0,33,0,0,0,1,0,22,29,75.9,1,20,4,1,0
2021,64,0,0,0,0,0,0,0,0,34,1,3,3,2,0,15,20,75.0,0,15,0,8,6
2021,90,0,0,0,0,0,0,0,0,63,1,2,2,2,1,36,48,75.0,3,28,4,3,2
2021,83,0,0,0,0,0,0,0,0,93,3,3,1,2,0,57,79,72.2,8,45,2,1,0
2021,7,0,0,0,0,0,0,0,0,7,0,0,0,0,0,6,7,85.7,0,5,0,0,0
2021,90,1,0,0,0,6,2,0,0,78,0,0,0,3,2,37,67,55.2,3,50,1,1,0
2021,45,0,0,0,0,0,0,0,0,7,0,0,0,0,0,4,6,66.7,0,4,0,0,0
2021,45,0,0,0,0,0,0,0,0,12,0,0,0,0,0,10,12,83.3,0,7,0,0,0
2021,90,0,0,0,0,0,0,0,0,58,4,0,5,4,0,38,46,82.6,3,30,1,1,1
2021,45,2,1,0,0,4,2,0,0,23,2,1,0,1,1,11,13,84.6,2,11,0,0,0
2021,90,0,0,0,0,1,0,0,0,87,4,2,3,5,0,71,75,94.7,17,49,2,2,2
2021,90,0,0,0,0,1,0,0,0,67,1,1,0,1,0,49,58,84.5,2,40,1,1,0
2021,90,0,1,0,0,1,1,0,0,37,0,1,0,3,1,19,29,65.5,3,25,3,4,2
2021,45,0,0,0,0,2,1,0,0,17,1,0,0,1,0,6,8,75.0,0,7,1,0,0
2021,90,0,0,0,0,0,0,0,0,81,3,5,0,0,0,61,72,84.7,6,50,1,3,2
2021,90,0,0,0,0,0,0,0,0,55,0,2,0,0,0,43,46,93.5,3,27,0,0,0
2021,90,0,0,0,0,0,0,0,0,42,0,0,0,0,0,29,38,76.3,0,21,0,0,0
2021,90,0,0,0,0,1,0,0,0,36,1,0,1,3,0,19,26,73.1,1,16,0,1,0
2021,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,1,100.0,0,1,0,0,0
2021,1,0,0,0,0,0,0,0,0,3,0,1,0,0,0,1,1,100.0,0,0,0,0,0
2021,90,1,1,0,0,1,1,1,0,80,3,2,2,3,1,55,66,83.3,2,28,0,1,1
2021,90,1,0,0,0,1,1,0,0,85,0,1,4,1,0,61,73,83.6,1,41,0,0,0
2021,90,0,0,0,0,0,0,0,0,55,2,1,0,1,0,40,51,78.4,0,30,0,0,0
2021,89,0,0,0,0,1,0,0,0,84,3,1,0,2,0,56,72,77.8,4,37,3,1,1
2021,71,0,0,0,0,2,1,0,0,48,3,0,2,4,2,21,31,67.7,3,23,6,4,3
2021,90,0,0,0,0,0,0,0,0,74,4,3,2,1,0,57,64,89.1,2,31,0,1,1
2021,90,0,0,0,0,1,0,0,0,72,3,2,1,1,0,42,59,71.2,6,36,1,0,0
2021,19,0,0,0,0,0,0,0,0,12,1,0,0,0,0,6,8,75.0,0,4,0,0,0
2021,89,0,0,0,0,1,0,0,0,59,2,1,2,1,0,37,47,78.7,3,29,2,4,4
2021,90,0,0,0,0,2,2,0,0,38,0,0,0,1,1,15,24,62.5,0,22,1,6,2
2021,89,1,0,0,0,4,2,0,0,48,2,2,2,3,0,24,31,77.4,5,21,3,5,3
2021,4,0,0,0,0,0,0,0,0,4,0,1,0,2,0,2,2,100.0,0,3,1,1,1
2021,90,0,0,0,0,0,0,0,0,22,0,0,0,0,0,10,22,45.5,0,12,0,0,0
2021,90,0,1,0,0,1,0,0,0,49,4,2,1,2,2,34,39,87.2,2,21,1,3,1
2021,90,0,0,0,0,1,1,0,0,54,2,2,1,2,0,26,39,66.7,2,23,1,2,2
2021,90,0,0,0,0,0,0,0,0,39,5,3,1,1,1,18,29,62.1,2,16,1,1,1
2021,90,0,0,0,0,0,0,1,0,51,4,5,1,1,0,32,42,76.2,0,18,0,0,0
2021,86,1,0,1,1,1,1,0,0,39,0,0,0,4,0,23,31,74.2,3,17,1,3,2
2021,90,0,0,0,0,0,0,0,0,32,1,1,0,0,0,13,20,65.0,3,6,0,0,0
2021,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.0,0,0,0,0,0
2021,14,0,0,0,0,0,0,0,0,8,1,0,0,0,0,5,5,100.0,0,5,0,0,0
2021,90,0,0,0,0,1,0,0,0,50,1,1,1,2,1,28,43,65.1,1,14,1,0,0
2021,76,0,0,0,0,1,0,0,0,32,1,0,1,2,0,12,20,60.0,0,18,1,1,1
2021,90,0,0,0,0,0,0,1,0,35,3,1,1,0,0,11,18,61.1,1,7,0,0,0
2021,45,0,0,0,0,1,0,0,0,28,0,1,1,4,0,17,25,68.0,3,18,4,4,4
2021,90,0,0,0,0,0,0,0,0,130,5,2,1,1,0,93,115,80.9,7,71,0,1,0
2021,45,0,0,0,0,1,0,0,0,20,0,0,1,1,0,11,13,84.6,1,6,0,3,0
2021,45,1,0,0,0,1,1,0,0,25,0,0,0,1,0,13,19,68.4,0,15,2,2,0
2021,90,0,0,0,0,1,0,0,0,75,4,0,1,8,1,53,62,85.5,7,43,3,3,1
2021,90,0,0,0,0,3,0,0,0,73,3,0,2,3,0,40,59,67.8,7,42,1,2,0
