Expected Goals (xG)_home,Expected Goals (xG)_away,Ball Possession_home,Ball Possession_away,Total shots_home,Total shots_away,Shots on target_home,Shots on target_away,Big Chances_home,Big Chances_away,Corner Kicks_home,Corner Kicks_away,Passes_home,Passes_away,Yellow Cards_home,Yellow Cards_away,xG on target (xGOT)_home,xG on target (xGOT)_away,Shots off target_home,Shots off target_away,Blocked Shots_home,Blocked Shots_away,Shots inside the Box_home,Shots inside the Box_away,Shots outside the Box_home,Shots outside the Box_away,Hit the Woodwork_home,Hit the Woodwork_away,Touches in opposition box_home,Touches in opposition box_away,Accurate through passes_home,Accurate through passes_away,Offsides_home,Offsides_away,Free Kicks_home,Free Kicks_away,Long passes_home,Long passes_away,Passes in final third_home,Passes in final third_away,Crosses_home,Crosses_away,Expected assists (xA)_home,Expected assists (xA)_away,Throw-ins_home,Throw-ins_away,Fouls_home,Fouls_away,Tackles_home,Tackles_away,Duels won_home,Duels won_away,Clearances_home,Clearances_away,Interceptions_home,Interceptions_away,Errors leading to shot_home,Errors leading to shot_away,Errors leading to goal_home,Errors leading to goal_away,Goalkeeper Saves_home,Goalkeeper Saves_away,xGOT faced_home,xGOT faced_away,Goals prevented_home,Goals prevented_away,Red Cards_home,Red Cards_away,Headed Goals_home,Headed Goals_away
1.45,1.02,52%,48%,22,10,5,2,3,1,7,6,90%,87%,2,4,,,10,2,7,6,15,8,7,2,1,1,45,21,,,3,1,16,20,,,79%,68%,34%,17%,,,13,7,20,16,54%,59%,,,16,31,3,2,,,,,1,4,,,,,,,1,0
1.69,0.91,52%,48%,18,15,2,6,2,0,8,3,85%,82%,1,0,,,10,3,6,6,14,7,4,8,0,0,36,17,,,2,0,8,11,,,74%,71%,29%,17%,,,22,16,11,8,62%,74%,,,23,32,6,11,,,,,4,2,,,,,,,0,1
1.75,0.90,40%,60%,11,11,6,4,3,2,4,3,83%,87%,,,,,3,5,2,2,5,8,6,3,0,0,11,16,,,0,1,10,12,,,72%,71%,25%,14%,,,17,21,12,10,44%,57%,,,13,16,4,10,,,,,3,5,,,,,,,,
1.28,2.91,38%,62%,7,27,5,11,3,4,3,10,84%,89%,3,4,,,2,7,0,9,5,18,2,9,0,1,18,51,,,0,1,9,11,,,74%,81%,38%,30%,,,13,18,11,9,56%,75%,,,34,4,4,7,,,,,8,3,,,,,,,,
2.15,2.51,58%,42%,23,9,5,7,3,5,9,3,93%,83%,4,2,,,11,2,7,0,17,7,6,2,1,1,42,17,,,2,3,9,19,,,89%,73%,20%,30%,,,16,9,19,9,54%,83%,,,13,26,9,5,,,,,3,5,,,,,,,,
1.40,0.40,66%,34%,19,7,7,0,1,0,8,1,91%,81%,3,2,,,7,5,5,2,14,5,5,2,0,0,47,13,,,4,2,11,10,,,81%,65%,18%,41%,,,15,11,10,11,88%,63%,,,14,24,4,11,,,,,0,4,,,,,,,,
3.18,1.27,70%,30%,17,13,5,6,4,3,10,1,87%,69%,3,2,,,6,6,6,1,15,10,2,3,1,1,46,17,,,1,2,11,10,,,76%,57%,30%,13%,,,16,15,10,11,56%,73%,,,12,25,6,9,,,,,4,3,,,,,,,1,0
1.42,0.94,55%,45%,20,6,6,4,4,2,7,0,87%,80%,2,4,,,11,1,3,1,14,5,5,1,1,0,38,14,,,5,1,10,12,,,77%,58%,17%,100%,,,15,18,12,10,55%,68%,,,7,30,10,8,,,,,2,5,,,,,0,1,,
1.15,1.08,59%,41%,27,9,5,2,1,2,10,4,87%,79%,,,,,12,4,10,3,16,5,11,4,0,0,40,15,,,3,3,10,8,,,81%,52%,30%,20%,,,15,12,8,10,38%,67%,,,23,31,2,3,,,,,2,5,,,,,0,1,,
1.01,1.26,59%,41%,10,11,3,6,1,2,7,2,85%,83%,3,0,,,4,2,3,3,6,7,4,3,2,0,23,22,,,2,1,14,14,,,78%,64%,29%,0%,,,21,25,14,14,61%,56%,,,11,35,9,7,,,,,2,2,,,,,,,,
1.11,2.64,36%,64%,5,16,2,7,1,4,2,9,75%,87%,4,3,,,2,6,1,3,4,11,0,5,0,0,10,38,,,3,1,12,15,,,57%,76%,17%,25%,,,19,17,15,12,50%,61%,,,19,10,8,9,,,,,5,1,,,,,,,0,1
1.28,0.99,49%,51%,17,13,3,3,,,4,3,85%,88%,4,2,,,6,4,8,6,,,,,,,,,,,1,7,12,12,,,,,,,,,9,18,12,12,,,,,,,7,7,,,,,2,2,,,,,,,,
0.75,0.77,51%,49%,13,6,3,5,,,1,5,85%,83%,0,1,,,4,1,6,0,,,,,,,,,,,1,2,5,9,,,,,,,,,20,26,9,5,,,,,,,8,8,,,,,5,0,,,,,,,,
0.58,1.56,43%,57%,9,17,3,6,,,4,5,78%,86%,1,1,,,3,7,3,4,,,,,,,,,,,3,0,6,13,,,,,,,,,17,20,13,6,,,,,,,7,13,,,,,3,2,,,,,,,,
1.82,1.74,66%,34%,17,8,5,3,,,12,2,84%,68%,1,5,,,9,2,3,3,,,,,,,,,,,0,0,19,10,,,,,,,,,22,13,10,19,,,,,,,13,8,,,,,1,4,,,,,,,,
2.02,1.50,63%,37%,14,12,5,2,,,2,9,88%,82%,0,3,,,6,8,3,2,,,,,,,,,,,1,1,15,11,,,,,,,,,13,9,11,15,,,,,,,8,6,,,,,2,3,,,,,,,,
2.26,2.16,39%,61%,10,15,4,6,,,0,4,87%,90%,3,3,,,4,6,2,3,,,,,,,,,,,3,1,10,12,,,,,,,,,12,18,12,10,,,,,,,11,4,,,,,5,2,,,,,,,,
1.54,2.60,52%,48%,12,15,6,3,,,6,4,76%,75%,2,4,,,2,3,4,9,,,,,,,,,,,0,1,16,8,,,,,,,,,19,21,8,16,,,,,,,5,6,,,,,1,3,,,,,,,,
1.75,1.84,35%,65%,13,17,5,7,,,1,8,77%,85%,1,1,,,6,6,2,4,,,,,,,,,,,1,4,11,10,,,,,,,,,15,20,10,11,,,,,,,21,12,,,,,5,5,,,,,1,0,,
1.00,0.97,49%,51%,11,18,6,4,,,7,6,78%,76%,1,2,,,1,8,4,6,,,,,,,,,,,1,1,9,10,,,,,,,,,23,32,10,9,,,,,,,6,7,,,,,4,6,,,,,,,,
1.30,0.60,29%,71%,8,10,4,1,,,1,9,77%,90%,1,4,,,1,6,3,3,,,,,,,,,,,3,0,12,14,,,,,,,,,10,20,14,12,,,,,,,6,5,,,,,1,2,,,,,,,,
1.37,0.59,68%,32%,26,5,12,2,,,11,3,88%,70%,2,1,,,4,1,10,2,,,,,,,,,,,2,0,10,3,,,,,,,,,20,8,3,10,,,,,,,12,12,,,,,1,10,,,,,,,,
1.96,1.53,46%,54%,11,12,4,3,,,4,8,79%,82%,6,2,,,4,4,3,5,,,,,,,,,,,4,0,14,19,,,,,,,,,12,13,19,14,,,,,,,12,7,,,,,2,3,,,,,,,,
2.63,1.85,51%,49%,16,12,6,1,,,6,4,88%,82%,2,0,,,8,8,2,3,,,,,,,,,,,0,0,14,14,,,,,,,,,12,16,14,14,,,,,,,14,11,,,,,0,2,,,,,,,,
1.52,2.89,57%,43%,11,19,6,7,,,3,6,77%,74%,1,2,,,4,7,1,5,,,,,,,,,,,4,1,9,7,,,,,,,,,26,19,7,9,,,,,,,14,8,,,,,5,4,,,,,,,,
1.77,1.80,35%,65%,12,18,6,4,,,3,10,83%,90%,2,1,,,4,10,2,4,,,,,,,,,,,2,0,6,10,,,,,,,,,10,17,10,6,,,,,,,11,5,,,,,3,4,,,,,,,,
0.99,1.95,43%,57%,14,20,2,6,,,4,6,76%,79%,6,2,,,6,6,6,8,,,,,,,,,,,0,0,10,11,,,,,,,,,24,17,11,10,,,,,,,9,2,,,,,5,1,,,,,1,0,,
1.60,1.00,49%,51%,16,13,8,5,,,9,7,83%,86%,1,2,,,2,4,6,4,,,,,,,,,,,1,0,18,10,,,,,,,,,17,18,10,18,,,,,,,10,9,,,,,4,6,,,,,,,,
2.00,0.16,53%,47%,19,4,6,2,,,10,5,85%,79%,1,4,,,10,2,3,0,,,,,,,,,,,1,1,9,7,,,,,,,,,20,13,7,9,,,,,,,5,9,,,,,2,3,,,,,0,1,,
0.69,1.47,65%,35%,9,16,2,5,,,3,6,91%,80%,4,2,,,5,8,2,3,,,,,,,,,,,3,1,18,14,,,,,,,,,8,12,14,18,,,,,,,7,7,,,,,5,1,,,,,,,,
0.75,1.11,36%,64%,9,10,4,1,,,4,6,69%,86%,4,4,,,2,6,3,3,,,,,,,,,,,0,0,18,16,,,,,,,,,17,17,16,18,,,,,,,6,5,,,,,1,3,,,,,,,,
1.03,0.85,45%,55%,9,9,3,4,,,1,3,80%,83%,2,2,,,4,3,2,2,,,,,,,,,,,2,1,14,14,,,,,,,,,15,20,14,14,,,,,,,10,6,,,,,2,1,,,,,,,,
1.68,1.85,51%,49%,17,11,7,3,,,7,4,85%,80%,6,3,,,6,5,4,3,,,,,,,,,,,2,1,16,13,,,,,,,,,12,21,13,16,,,,,,,18,5,,,,,2,5,,,,,,,,
0.83,0.72,34%,66%,14,11,6,3,,,8,8,65%,81%,4,4,,,7,4,1,4,,,,,,,,,,,4,1,12,16,,,,,,,,,13,18,16,12,,,,,,,10,7,,,,,3,5,,,,,,,,
2.98,2.12,43%,57%,12,18,3,5,,,6,5,81%,84%,5,1,,,8,7,1,6,,,,,,,,,,,3,3,7,6,,,,,,,,,14,24,6,7,,,,,,,13,5,,,,,4,1,,,,,,,,
0.79,1.25,40%,60%,10,14,5,3,,,4,2,80%,86%,1,0,,,3,9,2,2,,,,,,,,,,,4,2,8,8,,,,,,,,,19,24,8,8,,,,,,,8,5,,,,,2,4,,,,,,,,
1.80,0.31,57%,43%,18,11,8,3,,,9,7,83%,83%,7,6,,,5,4,5,4,,,,,,,,,,,0,5,14,12,,,,,,,,,14,7,12,14,,,,,,,10,11,,,,,2,7,,,,,,,,
3.94,1.36,65%,35%,20,11,9,5,,,4,5,84%,72%,0,3,,,5,6,6,0,,,,,,,,,,,2,1,10,7,,,,,,,,,25,11,7,10,,,,,,,3,10,,,,,2,5,,,,,0,1,,
1.11,1.15,51%,49%,19,14,6,7,,,9,6,86%,82%,3,3,,,5,2,8,5,,,,,,,,,,,2,1,10,11,,,,,,,,,14,15,11,10,,,,,,,9,9,,,,,5,4,,,,,,,,
2.73,0.21,58%,42%,22,5,8,2,,,12,1,93%,90%,1,3,,,7,2,7,1,,,,,,,,,,,1,2,9,9,,,,,,,,,12,11,9,9,,,,,,,9,7,,,,,2,7,,,,,,,,
0.60,1.77,64%,36%,11,20,1,5,,,6,7,86%,77%,5,3,,,7,9,3,6,,,,,,,,,,,0,1,9,16,,,,,,,,,23,10,16,9,,,,,,,4,10,,,,,2,0,,,,,,,,
1.62,1.12,50%,50%,20,20,6,7,,,6,6,82%,80%,2,3,,,5,7,9,6,,,,,,,,,,,2,2,12,9,,,,,,,,,21,15,9,12,,,,,,,14,5,,,,,7,5,,,,,,,,
1.63,0.93,43%,57%,8,12,5,2,,,1,5,79%,87%,4,3,,,2,6,1,4,,,,,,,,,,,5,0,13,12,,,,,,,,,17,14,12,13,,,,,,,6,8,,,,,1,3,,,,,,,,
0.95,1.71,22%,78%,3,22,2,7,,,1,18,64%,89%,4,1,,,1,7,0,8,,,,,,,,,,,2,1,5,8,,,,,,,,,11,20,8,5,,,,,,,6,3,,,,,5,1,,,,,,,,
1.66,0.58,48%,52%,13,6,4,1,,,7,4,78%,79%,1,1,,,4,4,5,1,,,,,,,,,,,1,1,11,12,,,,,,,,,18,12,12,11,,,,,,,3,6,,,,,1,2,,,,,0,1,,
1.86,1.90,52%,48%,10,14,4,5,,,6,11,85%,87%,3,5,,,5,5,1,4,,,,,,,,,,,2,2,11,8,,,,,,,,,14,13,8,11,,,,,,,14,13,,,,,2,3,,,,,1,1,,
1.27,1.74,55%,45%,13,11,2,8,,,5,7,86%,79%,1,1,,,8,3,3,0,,,,,,,,,,,1,0,10,12,,,,,,,,,18,15,12,10,,,,,,,9,5,,,,,6,2,,,,,,,,
1.48,0.98,50%,50%,23,8,11,2,,,9,2,84%,84%,2,2,,,6,4,6,2,,,,,,,,,,,1,3,5,4,,,,,,,,,18,16,4,5,,,,,,,8,12,,,,,1,9,,,,,,,,
1.95,1.16,60%,40%,21,10,6,5,,,9,4,79%,76%,2,2,,,6,3,9,2,,,,,,,,,,,3,0,9,11,,,,,,,,,20,14,11,9,,,,,,,11,10,,,,,4,6,,,,,,,,
2.05,3.14,41%,59%,14,18,7,4,,,10,6,81%,84%,5,3,,,5,10,2,4,,,,,,,,,,,1,2,10,10,,,,,,,,,16,17,10,10,,,,,,,9,5,,,,,1,5,,,,,1,0,,
1.40,0.92,57%,43%,22,11,7,4,,,13,5,86%,79%,1,3,,,9,4,6,3,,,,,,,,,,,2,1,15,10,,,,,,,,,18,17,10,15,,,,,,,5,9,,,,,3,3,,,,,0,1,,
2.34,1.43,41%,59%,11,13,4,3,,,4,7,0%,0%,2,2,,,5,7,2,3,,,,,,,,,,,2,2,11,16,,,,,,,,,13,20,14,10,,,,,,,,,,,,,1,1,,,,,,,,
0.88,0.60,54%,46%,11,10,1,4,,,6,3,0%,0%,1,5,,,7,4,3,2,,,,,,,,,,,0,1,12,13,,,,,,,,,16,14,12,11,,,,,,,,,,,,,4,1,,,,,,,,
2.25,1.07,66%,34%,22,16,8,9,,,11,3,0%,0%,6,4,,,9,1,5,6,,,,,,,,,,,1,3,12,6,,,,,,,,,14,15,12,11,,,,,,,,,,,,,8,7,,,,,0,1,,
0.64,2.07,32%,68%,8,14,2,3,,,0,10,0%,0%,1,2,,,5,6,1,5,,,,,,,,,,,2,3,9,12,,,,,,,,,16,19,12,8,,,,,,,,,,,,,3,2,,,,,,,,
2.32,0.85,59%,41%,29,8,6,2,,,13,1,0%,0%,0,3,,,13,4,10,2,,,,,,,,,,,1,0,9,12,,,,,,,,,21,7,10,9,,,,,,,,,,,,,1,3,,,,,,,,
3.73,0.75,44%,56%,19,17,12,6,,,10,3,0%,0%,2,3,,,4,6,3,5,,,,,,,,,,,5,1,9,10,,,,,,,,,11,13,9,10,,,,,,,,,,,,,3,7,,,,,,,,
0.57,1.17,44%,56%,6,17,2,2,,,0,9,0%,0%,4,1,,,4,11,0,4,,,,,,,,,,,2,3,16,13,,,,,,,,,29,20,12,14,,,,,,,,,,,,,2,1,,,,,,,,
1.59,2.01,58%,42%,20,11,7,4,,,8,3,0%,0%,2,1,,,5,2,8,5,,,,,,,,,,,0,3,11,4,,,,,,,,,11,13,4,10,,,,,,,,,,,,,2,4,,,,,,,,
3.18,0.64,53%,47%,23,9,13,2,,,5,5,0%,0%,0,1,,,6,4,4,3,,,,,,,,,,,3,1,7,15,,,,,,,,,14,28,12,6,,,,,,,,,,,,,1,9,,,,,,,,
0.79,1.27,32%,68%,9,16,5,4,,,3,8,0%,0%,4,2,,,4,7,0,5,,,,,,,,,,,1,0,15,7,,,,,,,,,12,24,7,15,,,,,,,,,,,,,3,5,,,,,,,,
1.86,0.98,40%,60%,14,9,6,3,,,6,4,0%,0%,2,5,,,2,3,6,3,,,,,,,,,,,1,1,12,23,,,,,,,,,23,22,19,12,,,,,,,,,,,,,2,3,,,,,,,,
1.05,3.89,39%,61%,11,24,2,11,,,5,3,0%,0%,5,3,,,6,7,3,6,,,,,,,,,,,2,1,15,13,,,,,,,,,9,18,16,14,,,,,,,,,,,,,8,2,,,,,1,0,,
1.73,1.13,44%,56%,15,7,5,3,,,10,0,0%,0%,4,1,,,5,4,5,0,,,,,,,,,,,2,1,16,10,,,,,,,,,12,12,10,14,,,,,,,,,,,,,1,3,,,,,,,,
0.76,2.36,45%,55%,8,10,3,6,,,2,10,0%,0%,2,3,,,4,3,1,1,,,,,,,,,,,1,2,8,16,,,,,,,,,15,16,16,8,,,,,,,,,,,,,4,2,,,,,,,,
4.11,0.40,75%,25%,36,5,16,3,,,17,0,0%,0%,2,4,,,13,1,7,1,,,,,,,,,,,0,1,8,13,,,,,,,,,22,19,11,6,,,,,,,,,,,,,1,12,,,,,,,,
0.58,0.97,57%,43%,8,19,3,3,,,7,6,0%,0%,2,3,,,4,11,1,5,,,,,,,,,,,1,2,12,2,,,,,,,,,20,19,2,11,,,,,,,,,,,,,2,2,,,,,,,,
3.31,1.14,41%,59%,15,15,7,5,,,8,2,0%,0%,3,2,,,4,5,4,5,,,,,,,,,,,6,2,8,12,,,,,,,,,14,23,11,8,,,,,,,,,,,,,3,3,,,,,,,,
1.15,0.89,41%,59%,8,17,2,5,,,5,8,0%,0%,2,0,,,5,7,1,5,,,,,,,,,,,2,0,12,15,,,,,,,,,24,24,13,11,,,,,,,,,,,,,4,0,,,,,,,,
0.67,1.49,41%,59%,11,14,1,2,,,6,5,0%,0%,2,4,,,5,5,5,7,,,,,,,,,,,7,1,18,11,,,,,,,,,15,13,11,15,,,,,,,,,,,,,1,1,,,,,,,,
1.31,1.12,38%,62%,10,16,4,6,,,5,6,0%,0%,4,4,,,2,4,4,6,,,,,,,,,,,1,0,10,18,,,,,,,,,14,16,14,10,,,,,,,,,,,,,5,3,,,,,,,,
2.62,0.59,78%,22%,33,5,11,3,,,8,2,0%,0%,3,6,,,10,2,12,0,,,,,,,,,,,0,1,9,8,,,,,,,,,24,5,7,10,,,,,,,,,,,,,1,9,,,,,0,1,,
0.84,1.27,71%,29%,14,4,3,3,,,9,1,0%,0%,3,6,,,6,0,5,1,,,,,,,,,,,0,4,13,12,,,,,,,,,29,19,12,11,,,,,,,,,,,,,1,1,,,,,0,1,,
1.03,1.86,33%,67%,9,15,4,6,,,4,11,0%,0%,3,2,,,4,6,1,3,,,,,,,,,,,1,0,13,8,,,,,,,,,9,35,7,12,,,,,,,,,,,,,6,4,,,,,,,,
1.86,0.86,53%,47%,9,10,4,4,,,6,5,0%,0%,3,6,,,0,0,5,6,,,,,,,,,,,1,5,18,13,,,,,,,,,13,14,11,16,,,,,,,,,,,,,3,1,,,,,,,,
2.35,1.33,39%,61%,22,15,11,4,,,6,0,0%,0%,6,0,,,8,8,3,3,,,,,,,,,,,1,6,8,17,,,,,,,,,15,18,16,8,,,,,,,,,,,,,3,8,,,,,,,,
0.88,0.84,58%,42%,12,16,2,5,,,6,1,0%,0%,1,2,,,7,7,3,4,,,,,,,,,,,2,5,13,11,,,,,,,,,25,27,11,12,,,,,,,,,,,,,4,1,,,,,,,,
2.00,1.04,59%,41%,19,19,13,6,,,3,9,0%,0%,1,4,,,3,9,3,4,,,,,,,,,,,0,3,14,10,,,,,,,,,20,21,10,12,,,,,,,,,,,,,6,10,,,,,,,,
1.55,0.75,54%,46%,11,13,3,6,,,2,10,0%,0%,4,4,,,5,3,3,4,,,,,,,,,,,3,1,17,17,,,,,,,,,11,16,16,16,,,,,,,,,,,,,5,2,,,,,,,,
3.91,1.62,48%,52%,23,6,10,6,,,9,4,0%,0%,3,1,,,3,0,10,0,,,,,,,,,,,1,2,10,14,,,,,,,,,18,16,11,9,,,,,,,,,,,,,5,7,,,,,,,,
1.02,2.48,52%,48%,15,12,7,5,,,6,5,0%,0%,5,2,,,4,4,4,3,,,,,,,,,,,2,0,10,19,,,,,,,,,10,9,17,10,,,,,,,,,,,,,2,7,,,,,,,,
1.25,1.79,49%,51%,12,14,5,6,,,4,7,0%,0%,3,3,,,5,4,2,4,,,,,,,,,,,3,2,6,18,,,,,,,,,23,18,17,6,,,,,,,,,,,,,4,4,,,,,,,,
0.84,0.66,64%,36%,15,8,5,4,,,7,6,0%,0%,5,3,,,6,1,4,3,,,,,,,,,,,2,3,11,15,,,,,,,,,26,19,13,10,,,,,,,,,,,,,3,5,,,,,,,,
2.16,0.87,33%,67%,19,10,7,3,,,6,3,0%,0%,6,8,,,9,5,3,2,,,,,,,,,,,4,3,8,17,,,,,,,,,19,27,16,9,,,,,,,,,,,,,2,7,,,,,,,,
2.23,0.75,73%,27%,17,6,8,2,,,6,2,0%,0%,1,4,,,6,3,3,1,,,,,,,,,,,1,3,13,11,,,,,,,,,20,15,10,12,,,,,,,,,,,,,0,5,,,,,,,,
1.76,0.56,70%,30%,21,6,6,1,,,9,2,0%,0%,4,3,,,5,4,10,1,,,,,,,,,,,1,3,15,15,,,,,,,,,16,16,14,16,,,,,,,,,,,,,1,6,,,,,,,,
2.17,1.13,67%,33%,20,9,4,4,,,5,2,0%,0%,0,3,,,6,4,10,1,,,,,,,,,,,3,0,15,12,,,,,,,,,17,25,11,15,,,,,,,,,,,,,2,2,,,,,,,,
1.32,0.66,54%,46%,21,11,5,3,,,3,2,0%,0%,2,3,,,8,5,8,3,,,,,,,,,,,3,2,19,16,,,,,,,,,30,30,15,18,,,,,,,,,,,,,2,4,,,,,,,,
0.89,0.47,70%,30%,14,5,5,3,,,7,2,0%,0%,4,4,,,6,2,3,0,,,,,,,,,,,0,5,5,13,,,,,,,,,32,16,15,6,,,,,,,,,,,,,2,5,,,,,,,,
2.08,0.88,54%,46%,18,8,7,5,,,12,3,0%,0%,3,1,,,6,2,5,1,,,,,,,,,,,1,1,3,9,,,,,,,,,21,10,9,3,,,,,,,,,,,,,4,5,,,,,,,,
1.15,2.61,44%,56%,6,18,4,10,,,0,7,0%,0%,1,4,,,1,3,1,5,,,,,,,,,,,0,0,14,12,,,,,,,,,11,19,11,14,,,,,,,,,,,,,7,4,,,,,1,0,,
1.29,1.43,53%,47%,8,11,3,3,,,5,2,0%,0%,4,1,,,5,8,0,0,,,,,,,,,,,0,2,8,7,,,,,,,,,29,26,7,7,,,,,,,,,,,,,0,3,,,,,,,,
2.34,0.52,63%,37%,13,9,7,3,,,4,4,0%,0%,4,2,,,4,1,2,5,,,,,,,,,,,0,1,15,10,,,,,,,,,15,19,9,13,,,,,,,,,,,,,2,6,,,,,,,,
1.63,1.77,34%,66%,9,20,3,6,,,7,12,0%,0%,4,4,,,4,6,2,8,,,,,,,,,,,2,4,13,17,,,,,,,,,18,23,16,13,,,,,,,,,,,,,5,1,,,,,,,,
0.66,1.84,32%,68%,10,23,2,8,,,3,11,0%,0%,3,2,,,7,11,1,4,,,,,,,,,,,0,1,3,10,,,,,,,,,20,11,10,3,,,,,,,,,,,,,5,1,,,,,,,,
2.59,1.74,37%,63%,20,18,7,6,,,2,8,0%,0%,2,1,,,8,7,5,5,,,,,,,,,,,1,2,7,10,,,,,,,,,23,15,10,7,,,,,,,,,,,,,5,4,,,,,,,,
1.77,2.44,47%,53%,18,17,8,7,,,8,4,0%,0%,2,1,,,10,7,0,3,,,,,,,,,,,2,2,12,7,,,,,,,,,21,21,6,11,,,,,,,,,,,,,4,6,,,,,,,,
1.28,1.32,48%,52%,11,9,4,4,,,8,6,0%,0%,2,3,,,4,2,3,3,,,,,,,,,,,4,0,16,18,,,,,,,,,7,25,15,15,,,,,,,,,,,,,3,3,,,,,,,,
0.24,0.82,57%,43%,9,10,3,5,,,1,4,0%,0%,4,5,,,4,4,2,1,,,,,,,,,,,3,1,28,15,,,,,,,,,7,18,13,21,,,,,,,,,,,,,3,2,,,,,,,,
1.66,1.36,52%,48%,16,11,5,3,,,7,3,0%,0%,3,4,,,7,4,4,4,,,,,,,,,,,4,0,5,16,,,,,,,,,20,20,15,18,,,,,,,,,,,,,2,4,,,,,,,,
1.70,1.63,36%,64%,11,22,7,4,,,3,7,0%,0%,5,2,,,1,11,3,7,,,,,,,,,,,3,1,8,12,,,,,,,,,13,15,12,7,,,,,,,,,,,,,3,6,,,,,1,0,,
2.31,0.55,62%,38%,19,8,8,2,,,9,4,0%,0%,2,3,,,4,3,7,3,,,,,,,,,,,1,2,7,10,,,,,,,,,20,22,10,7,,,,,,,,,,,,,2,6,,,,,,,,
2.01,1.96,39%,61%,16,14,4,5,,,8,9,0%,0%,2,2,,,8,6,4,3,,,,,,,,,,,0,0,7,21,,,,,,,,,20,27,19,8,,,,,,,,,,,,,4,3,,,,,,,,
2.16,2.65,38%,62%,12,14,4,8,,,5,5,0%,0%,2,3,,,8,3,0,3,,,,,,,,,,,3,1,14,14,,,,,,,,,22,15,13,13,,,,,,,,,,,,,2,2,,,,,,,,
1.96,1.34,39%,61%,11,9,3,4,,,4,1,0%,0%,1,3,,,5,4,3,1,,,,,,,,,,,3,1,16,9,,,,,,,,,11,14,8,15,,,,,,,,,,,,,2,3,,,,,,,,
1.37,1.41,59%,41%,14,18,2,3,,,3,3,0%,0%,1,1,,,8,10,4,5,,,,,,,,,,,3,2,19,10,,,,,,,,,18,15,9,17,,,,,,,,,,,,,1,2,,,,,,,,
0.92,0.47,55%,45%,18,10,6,4,,,7,5,0%,0%,2,2,,,8,4,4,2,,,,,,,,,,,0,5,16,16,,,,,,,,,23,10,14,13,,,,,,,,,,,,,3,4,,,,,,,,
2.66,0.37,76%,24%,14,2,5,2,,,10,1,0%,0%,2,3,,,4,0,5,0,,,,,,,,,,,3,1,16,4,,,,,,,,,23,11,4,15,,,,,,,,,,,,,1,1,,,,,,,,
0.26,2.14,65%,35%,5,23,1,8,,,4,10,0%,0%,3,3,,,1,8,3,7,,,,,,,,,,,0,1,15,16,,,,,,,,,15,13,14,13,,,,,,,,,,,,,7,1,,,,,,,,
2.58,0.48,71%,29%,13,10,7,1,,,12,5,0%,0%,,,,,4,7,2,2,,,,,,,,,,,0,4,17,12,,,,,,,,,21,16,11,15,,,,,,,,,,,,,1,3,,,,,,,,
2.34,1.65,48%,52%,14,11,5,4,,,4,4,0%,0%,1,2,,,8,5,1,2,,,,,,,,,,,0,6,14,10,,,,,,,,,21,15,9,13,,,,,,,,,,,,,3,3,,,,,,,,
1.15,0.98,29%,71%,7,15,3,7,,,2,13,0%,0%,1,1,,,3,2,1,6,,,,,,,,,,,2,1,13,12,,,,,,,,,20,20,11,12,,,,,,,,,,,,,6,2,,,,,,,,
0.62,0.82,48%,52%,10,11,3,5,,,4,3,0%,0%,1,1,,,2,4,5,2,,,,,,,,,,,2,1,10,14,,,,,,,,,17,18,12,9,,,,,,,,,,,,,3,3,,,,,,,,
1.52,1.06,46%,54%,9,14,5,6,,,4,7,0%,0%,1,5,,,3,4,1,4,,,,,,,,,,,1,3,17,6,,,,,,,,,16,20,6,15,,,,,,,,,,,,,5,3,,,,,,,,
1.50,1.84,51%,49%,14,15,3,3,,,5,3,0%,0%,1,2,,,8,7,3,5,,,,,,,,,,,1,1,10,19,,,,,,,,,15,21,18,11,,,,,,,,,,,,,1,2,,,,,,,,
1.36,0.55,53%,47%,18,9,6,3,,,8,2,0%,0%,2,2,,,7,5,5,1,,,,,,,,,,,0,1,14,18,,,,,,,,,19,18,17,14,,,,,,,,,,,,,3,4,,,,,,,,
0.44,1.30,37%,63%,9,10,1,5,,,1,5,0%,0%,1,1,,,6,5,2,0,,,,,,,,,,,7,1,9,9,,,,,,,,,31,16,8,8,,,,,,,,,,,,,2,1,,,,,1,0,,
0.38,0.94,22%,78%,3,19,1,5,,,3,12,0%,0%,2,4,,,0,6,2,8,,,,,,,,,,,1,2,15,15,,,,,,,,,12,19,15,16,,,,,,,,,,,,,5,0,,,,,1,0,,
1.28,1.53,54%,47%,14,15,8,5,,,2,6,0%,0%,1,3,,,3,8,3,2,,,,,,,,,,,1,4,9,19,,,,,,,,,27,19,18,9,,,,,,,,,,,,,4,7,,,,,,,,
0.28,2.51,38%,62%,7,18,2,5,,,2,10,0%,0%,3,1,,,3,6,2,7,,,,,,,,,,,5,0,19,10,,,,,,,,,14,24,9,18,,,,,,,,,,,,,3,2,,,,,,,,
1.50,0.16,55%,45%,14,10,5,2,,,7,8,0%,0%,2,3,,,8,6,1,2,,,,,,,,,,,3,1,10,13,,,,,,,,,16,15,12,10,,,,,,,,,,,,,2,4,,,,,,,,
